Model,URL,Price,Ratings
"LAVA A97 2GB Plus 4G with VoLTE (Black & Grey, 16 GB)",https://www.flipkart.com/lava-a97-2gb-plus-4g-volte-black-grey-16-gb/p/itmewpg3ba4ckffe?pid=MOBEWPG33ABXXBRJ&lid=LSTMOBEWPG33ABXXBRJFSSGRT&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_233&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBEWPG33ABXXBRJ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,999",444 Ratings 
Forme D8+ Camera with Flash,https://www.flipkart.com/forme-d8-camera-flash/p/itmew5gaghdy7hug?pid=MOBEUZFTHHUKHGG7&lid=LSTMOBEUZFTHHUKHGG7NIJPDO&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_234&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBEUZFTHHUKHGG7.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹699,174 Ratings 
"LAVA X41 Plus (Gold, 32 GB)",https://www.flipkart.com/lava-x41-plus-gold-32-gb/p/itmeuyd6vnhrfsuz?pid=MOBER7S5ZVM4YMKG&lid=LSTMOBER7S5ZVM4YMKGQDW6EO&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_235&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBER7S5ZVM4YMKG.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,999",164 Ratings 
"YU Yunique Plus (Black, 8 GB)",https://www.flipkart.com/yu-yunique-plus-black-8-gb/p/itmemgnyhtrv756p?pid=MOBEMGNYYUN39HD9&lid=LSTMOBEMGNYYUN39HD93UI0BV&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_236&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBEMGNYYUN39HD9.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹4,999",729 Ratings 
"mPhone 7 Plus (Silver, 64 GB)",https://www.flipkart.com/mphone-7-plus-silver-64-gb/p/itmeuyd2egzhruaq?pid=MOBEQ8BNUV3ZQFGH&lid=LSTMOBEQ8BNUV3ZQFGHUCAR8A&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_237&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBEQ8BNUV3ZQFGH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹7,399",53 Ratings 
"KARBONN Titanium Mach One Plus (White/Golden, 16 GB)",https://www.flipkart.com/karbonn-titanium-mach-one-plus-white-golden-16-gb/p/itmebwqqz4gp6hxz?pid=MOBEBWQQRXTGZTDY&lid=LSTMOBEBWQQRXTGZTDYZWEPVB&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_238&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBEBWQQRXTGZTDY.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,990",116 Ratings 
"Moto G4 Plus (White, 16 GB)",https://www.flipkart.com/moto-g4-plus-white-16-gb/p/itmeuqa6rgfxm9vf?pid=MOBEUQA6EPPTQUGJ&lid=LSTMOBEUQA6EPPTQUGJNHVEPN&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_239&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBEUQA6EPPTQUGJ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,999","1,009 Ratings "
LAVA ARC One Plus,https://www.flipkart.com/lava-arc-one-plus/p/itmev4q4wy8zehu3?pid=MOBEV4Q4VSBNHDBX&lid=LSTMOBEV4Q4VSBNHDBXNBYGQJ&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_10_240&otracker=search&otracker1=search&fm=SEARCH&iid=f5f25d96-739e-4123-897b-9d62c61a86f4.MOBEV4Q4VSBNHDBX.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,325","1,229 Ratings "
Forme D555Plus,https://www.flipkart.com/forme-d555plus/p/itme3g9afxdwbr5n?pid=MOBDWAMXXD3V3CEY&lid=LSTMOBDWAMXXD3V3CEY43JJMI&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_241&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBDWAMXXD3V3CEY.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,055",18 Ratings 
SAMSUNG GURU FM PLUS,https://www.flipkart.com/samsung-guru-fm-plus/p/itmdc2753957eb6c?pid=MOBG48GAFSXSTJMU&lid=LSTMOBG48GAFSXSTJMUMRWMRO&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_242&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBG48GAFSXSTJMU.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,662",
Forme W1+,https://www.flipkart.com/forme-w1/p/itmehs8wppfmyzbh?pid=MOBEHS8WV4FXRDXU&lid=LSTMOBEHS8WV4FXRDXUTPYN8Q&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_243&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBEHS8WV4FXRDXU.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,079",566 Ratings 
"Alive Plus i700 (Gold, 1 GB)",https://www.flipkart.com/alive-plus-i700-gold-1-gb/p/itmf79u4zkcwgcmn?pid=MOBF79U4GVAWAAUN&lid=LSTMOBF79U4GVAWAAUNXXXJML&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_244&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBF79U4GVAWAAUN.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹2,999",7 Ratings 
Intex Eco Plus,https://www.flipkart.com/intex-eco-plus/p/itmehez8nvkph7kv?pid=MOBEHEZ8W7HGBAQM&lid=LSTMOBEHEZ8W7HGBAQMP1ZOLN&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_245&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBEHEZ8W7HGBAQM.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹999,"1,734 Ratings "
"OPPO F3 Plus (Black, 64 GB)",https://www.flipkart.com/oppo-f3-plus-black-64-gb/p/itmeuyd8ym5mwtgh?pid=MOBEZGFNZ4JHJRVW&lid=LSTMOBEZGFNZ4JHJRVWNBTDHS&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_246&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBEZGFNZ4JHJRVW.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹22,990","25,160 Ratings "
"KARBONN A1 Plus Champ (Black, 512 MB)",https://www.flipkart.com/karbonn-a1-plus-champ-black-512-mb/p/itmeuyd4g8q9vqyu?pid=MOBDYX2APYZWR9EZ&lid=LSTMOBDYX2APYZWR9EZBFTYOJ&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_247&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBDYX2APYZWR9EZ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹2,499",184 Ratings 
"Lenovo A6600 Plus (White, 16 GB)",https://www.flipkart.com/lenovo-a6600-plus-white-16-gb/p/itmeuyd8hzfdghn9?pid=MOBENQB6RBP4FZUE&lid=LSTMOBENQB6RBP4FZUEXKW1YX&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_248&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBENQB6RBP4FZUE.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹6,266",527 Ratings 
Forme D8+,https://www.flipkart.com/forme-d8/p/itmevy8cqdkkewqj?pid=MOBESYZ83AMWHTMV&lid=LSTMOBESYZ83AMWHTMV5DJRAP&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_249&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBESYZ83AMWHTMV.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹699,295 Ratings 
Forme Forever F8 Plus,https://www.flipkart.com/forme-forever-f8-plus/p/itme3g88e5rb3gsr?pid=MOBDU7V4KQHRFN6Z&lid=LSTMOBDU7V4KQHRFN6ZB5VI9N&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_250&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBDU7V4KQHRFN6Z.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹745,212 Ratings 
Forme D555+,https://www.flipkart.com/forme-d555/p/itmevt7z3qyrrhfy?pid=MOBDWAMX2QNTF4Z8&lid=LSTMOBDWAMX2QNTF4Z8RNSY9Z&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_251&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBDWAMX2QNTF4Z8.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,125",10 Ratings 
Forme D555+,https://www.flipkart.com/forme-d555/p/itmevt7z3qyrrhfy?pid=MOBDXH2GFGZGFRC2&lid=LSTMOBDXH2GFGZGFRC2OXAGQP&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_252&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBDXH2GFGZGFRC2.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,045",10 Ratings 
Intex Eco A1+,https://www.flipkart.com/intex-eco-a1/p/itmes68zrsjyqqk7?pid=MOBES68ZDPCFWGCW&lid=LSTMOBES68ZDPCFWGCW6O0X6C&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_253&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBES68ZDPCFWGCW.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,100",702 Ratings 
"mPhone 7 Plus (Gold, 64 GB)",https://www.flipkart.com/mphone-7-plus-gold-64-gb/p/itmerf5wanjq9yfg?pid=MOBERF5WTFGQVFGE&lid=LSTMOBERF5WTFGQVFGELGCZUA&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_254&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBERF5WTFGQVFGE.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹7,399",53 Ratings 
BlackBear i7 Trio Plus,https://www.flipkart.com/blackbear-i7-trio-plus/p/itm0dfab704ec8e9?pid=MOBFJE6XY35AGUC7&lid=LSTMOBFJE6XY35AGUC7ATDDHN&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_255&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBFJE6XY35AGUC7.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,799",157 Ratings 
BlackBear B5 Click Plus Combo of Three Mobiles,https://www.flipkart.com/blackbear-b5-click-plus-combo-three-mobiles/p/itm7ec9bdf547520?pid=MOBFQGQHGVYHYXEP&lid=LSTMOBFQGQHGVYHYXEPETHSDI&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_256&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBFQGQHGVYHYXEP.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹2,049",
M-tech L6+,https://www.flipkart.com/m-tech-l6/p/itmf6k2z98dyuv89?pid=MOBEDUQAWPS8ZQGK&lid=LSTMOBEDUQAWPS8ZQGK1HIJQF&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_257&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBEDUQAWPS8ZQGK.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,095",6 Ratings 
BlackBear B5 Click Plus Combo of Two Mobiles,https://www.flipkart.com/blackbear-b5-click-plus-combo-two-mobiles/p/itmbdb00e3bb4664?pid=MOBFQGQKBNYQGQJY&lid=LSTMOBFQGQKBNYQGQJY5VFB6Q&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_258&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBFQGQKBNYQGQJY.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,349",
BlackBear B5 Click Plus Combo of Two Mobiles,https://www.flipkart.com/blackbear-b5-click-plus-combo-two-mobiles/p/itmbdb00e3bb4664?pid=MOBFTFHAFSCTAYPM&lid=LSTMOBFTFHAFSCTAYPMA4SJDB&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_259&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBFTFHAFSCTAYPM.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,349",
BlackBear B5 Click Plus Combo of Two Mobiles,https://www.flipkart.com/blackbear-b5-click-plus-combo-two-mobiles/p/itmbdb00e3bb4664?pid=MOBFTFMYGD32BXRH&lid=LSTMOBFTFMYGD32BXRH58CA8Z&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_260&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBFTFMYGD32BXRH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,349",
BlackBear B5 Click Plus Combo of Two Mobiles,https://www.flipkart.com/blackbear-b5-click-plus-combo-two-mobiles/p/itmbdb00e3bb4664?pid=MOBFTFMYMUFPYAPT&lid=LSTMOBFTFMYMUFPYAPTWSO5AK&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_261&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBFTFMYMUFPYAPT.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,349",
"LAVA Pixel V2 Plus (White, 32 GB)",https://www.flipkart.com/lava-pixel-v2-plus-white-32-gb/p/itmexfz2feqcny25?pid=MOBEXFZ2XUBEUGWR&lid=LSTMOBEXFZ2XUBEUGWRTB0JVK&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_262&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBEXFZ2XUBEUGWR.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹8,999",100 Ratings 
Kechaoda K28 Plus,https://www.flipkart.com/kechaoda-k28-plus/p/itmf7p8jdygp4wdz?pid=MOBF7ZZPXJZZQKHS&lid=LSTMOBF7ZZPXJZZQKHSY0W3X1&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_263&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBF7ZZPXJZZQKHS.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,466",30 Ratings 
"YUHO Vast Plus (Diamond Blue, 32 GB)",https://www.flipkart.com/yuho-vast-plus-diamond-blue-32-gb/p/itmfbyzk2jkctgjw?pid=MOBFBYAXWNJJ77CH&lid=LSTMOBFBYAXWNJJ77CHDN3LI4&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_11_264&otracker=search&otracker1=search&fm=SEARCH&iid=cda71ca0-72b9-495e-9203-6f292c4f0d33.MOBFBYAXWNJJ77CH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹4,990",74 Ratings 
Forme Mini5130Plus,https://www.flipkart.com/forme-mini5130plus/p/itmdxh2ptbhggsaw?pid=MOBDXH2PKT9YCGUY&lid=LSTMOBDXH2PKT9YCGUYEWZU3J&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_265&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBDXH2PKT9YCGUY.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹795,8 Ratings 
"LAVA Pixel V2 Plus (Black, 32 GB)",https://www.flipkart.com/lava-pixel-v2-plus-black-32-gb/p/itmexfz2feqcny25?pid=MOBEXFZ2DSJAPPHV&lid=LSTMOBEXFZ2DSJAPPHVDOBZDH&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_266&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBEXFZ2DSJAPPHV.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹7,290",100 Ratings 
"SAMSUNG Galaxy Grand Neo Plus (Gold, 8 GB)",https://www.flipkart.com/samsung-galaxy-grand-neo-plus-gold-8-gb/p/itme57kx6gtcsg4f?pid=MOBE57KXHCS97BRZ&lid=LSTMOBE57KXHCS97BRZXWSVHH&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_267&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBE57KXHCS97BRZ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹6,999",775 Ratings 
Forme Super,https://www.flipkart.com/forme-super/p/itmeuycvpkfns7rm?pid=MOBE7YG57F9X6WR2&lid=LSTMOBE7YG57F9X6WR2VEE5YV&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_268&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBE7YG57F9X6WR2.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹550,
"LG Q6+ (Black, 64 GB)",https://www.flipkart.com/lg-q6-black-64-gb/p/itmffy7smdg2hrue?pid=MOBEZTQ2FUWFMH8D&lid=LSTMOBEZTQ2FUWFMH8DCAHWCZ&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_269&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBEZTQ2FUWFMH8D.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹19,990","1,143 Ratings "
"LG Q6+ (Platinum, 64 GB)",https://www.flipkart.com/lg-q6-platinum-64-gb/p/itmffy7smdg2hrue?pid=MOBEZTW85G7Q3ZXR&lid=LSTMOBEZTW85G7Q3ZXRSVESKF&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_270&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBEZTW85G7Q3ZXR.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹19,990","1,143 Ratings "
"Forme Discovery (Blue+white, 256 MB)",https://www.flipkart.com/forme-discovery-blue-white-256-mb/p/itmeb7dng4ntwhbd?pid=MOBEB7DNFQPXG8QG&lid=LSTMOBEB7DNFQPXG8QGAOPPTO&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_271&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBEB7DNFQPXG8QG.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹2,199",
Intex Ultra 2400 Plus,https://www.flipkart.com/intex-ultra-2400-plus/p/itmexzy25k8xwy3j?pid=MOBEXZY2QGGCWCGV&lid=LSTMOBEXZY2QGGCWCGVZNGMXK&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_272&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBEXZY2QGGCWCGV.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,100",528 Ratings 
I Kall K 38 Plus,https://www.flipkart.com/kall-k-38-plus/p/itm5b0a477e21243?pid=MOBFZD4C5ZHDAZFH&lid=LSTMOBFZD4C5ZHDAZFHV9EXKG&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_273&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBFZD4C5ZHDAZFH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹899,551 Ratings 
LAVA KKT Uno+,https://www.flipkart.com/lava-kkt-uno/p/itme8rpyfygeuqbv?pid=MOBE8RPYDGPGQCHZ&lid=LSTMOBE8RPYDGPGQCHZTB6XUP&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_274&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBE8RPYDGPGQCHZ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,199",31 Ratings 
Jivi R21 Plus,https://www.flipkart.com/jivi-r21-plus/p/itmfe5bdbhkvfczz?pid=MOBFE57Q6UMESZV9&lid=LSTMOBFE57Q6UMESZV98YDWMT&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_275&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBFE57Q6UMESZV9.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹890,20 Ratings 
"SAMSUNG Galaxy J4 Plus (Black, 32 GB)",https://www.flipkart.com/samsung-galaxy-j4-plus-black-32-gb/p/itmf94c48zdj6v6q?pid=MOBF94C4Q2GNQBRH&lid=LSTMOBF94C4Q2GNQBRHWRAPZ4&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_276&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBF94C4Q2GNQBRH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹9,000","4,505 Ratings "
Zen Atom 103 Plus,https://www.flipkart.com/zen-atom-103-plus/p/itmff8z9mnsjuy4u?pid=MOBFF8Z9DGWX7ZHZ&lid=LSTMOBFF8Z9DGWX7ZHZLHITZK&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_277&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBFF8Z9DGWX7ZHZ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹739,179 Ratings 
Zen Atom 103 Plus,https://www.flipkart.com/zen-atom-103-plus/p/itmff8z9mnsjuy4u?pid=MOBFF8Z9ZVFMARGN&lid=LSTMOBFF8Z9ZVFMARGNLHE48R&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_278&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBFF8Z9ZVFMARGN.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹699,179 Ratings 
"Intex Aqua Lions T1 Plus (Champagne / Champ, 16 GB)",https://www.flipkart.com/intex-aqua-lions-t1-plus-champagne-champ-16-gb/p/itmf5acrxddbnrcv?pid=MOBFF9W8WSM2J938&lid=LSTMOBFF9W8WSM2J938EWNW5Z&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_279&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBFF9W8WSM2J938.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹8,499",460 Ratings 
"Micromax Canvas 4 Plus A315 (White and Gold, 16 GB)",https://www.flipkart.com/micromax-canvas-4-plus-a315-white-gold-16-gb/p/itmezhdhwtf4wgfz?pid=MOBEYBX4BGWDQYHS&lid=LSTMOBEYBX4BGWDQYHSRX2H48&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_12_280&otracker=search&otracker1=search&fm=SEARCH&iid=4842050e-d45b-470b-a6e2-42913e0f551a.MOBEYBX4BGWDQYHS.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹16,345",328 Ratings 
