Model,URL,Price,Ratings
KARBONN K5 Plus,https://www.flipkart.com/karbonn-k5-plus/p/itmfgk5gfxnnkcpk?pid=MOBFGJXEM7AW2GQG&lid=LSTMOBFGJXEM7AW2GQG2MDG9X&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_109&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBFGJXEM7AW2GQG.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹829,"1,440 Ratings "
"APPLE iPhone 8 Plus (Space Grey, 256 GB)",https://www.flipkart.com/apple-iphone-8-plus-space-grey-256-gb/p/itmexrgvzkbyqgtf?pid=MOBEXRGVAC6TJT4F&lid=LSTMOBEXRGVAC6TJT4FMUAMSG&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_110&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBEXRGVAC6TJT4F.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹84,900","3,441 Ratings "
"APPLE iPhone 6 Plus (Space Grey, 16 GB)",https://www.flipkart.com/apple-iphone-6-plus-space-grey-16-gb/p/itmefjg7wjqbcngu?pid=MOBEYHZ2SSKPYGRK&lid=LSTMOBEYHZ2SSKPYGRK4YSWWL&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_111&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBEYHZ2SSKPYGRK.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹39,999","1,670 Ratings "
"KARBONN A12 Plus (Black, 4 GB)",https://www.flipkart.com/karbonn-a12-plus-black-4-gb/p/itmevt7pq8jq2k9u?pid=MOBDPFM2HBDJZPDY&lid=LSTMOBDPFM2HBDJZPDYTUXEBJ&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_112&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBDPFM2HBDJZPDY.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹4,999","2,832 Ratings "
"APPLE iPhone 6s Plus (Space Grey, 64 GB)",https://www.flipkart.com/apple-iphone-6s-plus-space-grey-64-gb/p/itmeby3w25gach3y?pid=MOBEBY3WTUTRHBUE&lid=LSTMOBEBY3WTUTRHBUE94RHZC&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_113&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBEBY3WTUTRHBUE.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹59,999","18,845 Ratings "
Mido D11+,https://www.flipkart.com/mido-d11/p/itmffy7h5zzqtbah?pid=MOBEVXZBGTR36HU8&lid=LSTMOBEVXZBGTR36HU8RIAVWB&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_114&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBEVXZBGTR36HU8.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹575,415 Ratings 
"LAVA X41 Plus (Black, 32 GB)",https://www.flipkart.com/lava-x41-plus-black-32-gb/p/itmeuyd6vnhrfsuz?pid=MOBER7S5QTVYHDFW&lid=LSTMOBER7S5QTVYHDFWYO2ZFG&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_115&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBER7S5QTVYHDFW.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹6,999",164 Ratings 
Jivi 12M Plus,https://www.flipkart.com/jivi-12m-plus/p/itmc001caaf25f06?pid=MOBFJMFQ4A7CUGHB&lid=LSTMOBFJMFQ4A7CUGHBRWJHVM&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_116&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBFJMFQ4A7CUGHB.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹849,61 Ratings 
"Moto C Plus (Starry Black, 16 GB)",https://www.flipkart.com/moto-c-plus-starry-black-16-gb/p/itmeuyd6nhzycmaa?pid=MOBEU9WRZFFUYAXJ&lid=LSTMOBEU9WRZFFUYAXJWMIJBH&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_117&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBEU9WRZFFUYAXJ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹6,999","3,65,779 Ratings "
"APPLE iPhone 6s Plus (Silver, 16 GB)",https://www.flipkart.com/apple-iphone-6s-plus-silver-16-gb/p/itmeby3v49xd2f3y?pid=MOBEBY3WJBHTTFHU&lid=LSTMOBEBY3WJBHTTFHUQC62LL&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_118&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBEBY3WJBHTTFHU.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹49,999","18,845 Ratings "
"LAVA 405Plus (Black, 4 GB)",https://www.flipkart.com/lava-405plus-black-4-gb/p/itmeuyd6esre8zmd?pid=MOBDRZFFTFZK4V39&lid=LSTMOBDRZFFTFZK4V39LSRKQQ&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_119&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBDRZFFTFZK4V39.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹6,999",629 Ratings 
Jivi 12M Plus,https://www.flipkart.com/jivi-12m-plus/p/itmc001caaf25f06?pid=MOBFJMFZZRHXG45G&lid=LSTMOBFJMFZZRHXG45GXJBCD6&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_5_120&otracker=search&otracker1=search&fm=SEARCH&iid=0a49f193-c56a-4db8-bc4c-4bbf7072652e.MOBFJMFZZRHXG45G.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹849,61 Ratings 
Kechaoda K66 Plus,https://www.flipkart.com/kechaoda-k66-plus/p/itmeyuzdv2p2p8fb?pid=MOBF3QQUFSNN899Y&lid=LSTMOBF3QQUFSNN899YPKCBSU&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_121&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBF3QQUFSNN899Y.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹888,"22,660 Ratings "
"APPLE iPhone 6 Plus (Silver, 128 GB)",https://www.flipkart.com/apple-iphone-6-plus-silver-128-gb/p/itmefjg7zfyh7qd7?pid=MOBEYHZ2RVZHCMQK&lid=LSTMOBEYHZ2RVZHCMQK0PMKMP&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_122&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEYHZ2RVZHCMQK.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹48,999","1,670 Ratings "
"APPLE iPhone 6 Plus (Silver, 64 GB)",https://www.flipkart.com/apple-iphone-6-plus-silver-64-gb/p/itmefjg7zpzfgb3c?pid=MOBEYHZ28ZYTRJYM&lid=LSTMOBEYHZ28ZYTRJYM7U1VJ8&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_123&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEYHZ28ZYTRJYM.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹48,999","1,670 Ratings "
Intex Eco 210+,https://www.flipkart.com/intex-eco-210/p/itmewfpekhktm7kp?pid=MOBEWFPEBAJZGYVV&lid=LSTMOBEWFPEBAJZGYVVKATC4W&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_124&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEWFPEBAJZGYVV.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹899,571 Ratings 
Jivi 12M Plus,https://www.flipkart.com/jivi-12m-plus/p/itmc001caaf25f06?pid=MOBFJMFNPW3RGXVX&lid=LSTMOBFJMFNPW3RGXVXGICARN&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_125&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBFJMFNPW3RGXVX.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹799,61 Ratings 
LAVA KKT 27 Plus,https://www.flipkart.com/lava-kkt-27-plus/p/itmeuyd8yhsgwuw8?pid=MOBEFH9XQYXUX7HF&lid=LSTMOBEFH9XQYXUX7HFE8MVJ9&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_126&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEFH9XQYXUX7HF.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,499",135 Ratings 
"IAIR Basic Feature Dual Sim Mobile Phone with 2800mAh Battery, 2.4 inch Display Screen, 0.8 mp Camera ...",https://www.flipkart.com/iair-basic-feature-dual-sim-mobile-phone-2800mah-battery-2-4-inch-display-screen-0-8-mp-camera-smart-look-fps7plus-gold-twin-shade/p/itmb55f963b33133?pid=MOBG2CRYQEP42KZN&lid=LSTMOBG2CRYQEP42KZN6F2VOY&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_127&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBG2CRYQEP42KZN.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,289",23 Ratings 
"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",https://www.flipkart.com/apple-iphone-6s-plus-rose-gold-64-gb/p/itmebysgmuqvpnme?pid=MOBEBY3WGYVHUXUE&lid=LSTMOBEBY3WGYVHUXUECT6KRT&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_128&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEBY3WGYVHUXUE.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹59,999","18,845 Ratings "
"APPLE iPhone 6s Plus (Rose Gold, 16 GB)",https://www.flipkart.com/apple-iphone-6s-plus-rose-gold-16-gb/p/itmebysgv97gtaz5?pid=MOBEBY3WQ8WU8WUJ&lid=LSTMOBEBY3WQ8WU8WUJYC2ZJN&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_129&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEBY3WQ8WU8WUJ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹49,999","18,845 Ratings "
"XOLO Q1000S Plus (Black, 32 GB)",https://www.flipkart.com/xolo-q1000s-plus-black-32-gb/p/itmeuyd96z6jqwbc?pid=MOBDZEPH73DZRXK3&lid=LSTMOBDZEPH73DZRXK3NRMZHX&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_130&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBDZEPH73DZRXK3.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹15,499",768 Ratings 
"SAMSUNG Galaxy J4 Plus (Blue, 32 GB)",https://www.flipkart.com/samsung-galaxy-j4-plus-blue-32-gb/p/itmf94c4ymfragwk?pid=MOBF94C4Z64FPUNQ&lid=LSTMOBF94C4Z64FPUNQKMWVXO&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_131&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBF94C4Z64FPUNQ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹9,000","4,505 Ratings "
Intex Eco 105 Plus,https://www.flipkart.com/intex-eco-105-plus/p/itmabf0a1f9c5881?pid=MOBFVGMGFZWFJ3TF&lid=LSTMOBFVGMGFZWFJ3TFYI74L3&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_132&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBFVGMGFZWFJ3TF.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹898,109 Ratings 
"Alcatel Onetouch Idol X Plus (White, 16 GB)",https://www.flipkart.com/alcatel-onetouch-idol-x-plus-white-16-gb/p/itmeuyd8ypqum8uv?pid=MOBDVW9DGHSUNPU2&lid=LSTMOBDVW9DGHSUNPU2XGQPWM&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_133&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBDVW9DGHSUNPU2.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹14,347","3,180 Ratings "
"Moto E5 Plus (Fine Gold, 32 GB)",https://www.flipkart.com/moto-e5-plus-fine-gold-32-gb/p/itmf72ug9znghsz3?pid=MOBF7YTCXNAGRGYH&lid=LSTMOBF7YTCXNAGRGYHKFKZUK&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_134&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBF7YTCXNAGRGYH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹11,999","33,528 Ratings "
"Infocus Turbo 5 Plus (Royal Gold, 32 GB)",https://www.flipkart.com/infocus-turbo-5-plus-royal-gold-32-gb/p/itmcb350df28ccac?pid=MOBF4V2FQNQPVWCP&lid=LSTMOBF4V2FQNQPVWCPJVKCIL&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_135&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBF4V2FQNQPVWCP.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,999","1,107 Ratings "
"Micromax Bolt Q381 Plus (Coffee, 16 GB)",https://www.flipkart.com/micromax-bolt-q381-plus-coffee-16-gb/p/itmeskgycnfghsat?pid=MOBESAMDG2GNUBC5&lid=LSTMOBESAMDG2GNUBC5PZPSZQ&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_136&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBESAMDG2GNUBC5.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,999","6,080 Ratings "
"APPLE iPhone 6s Plus (Gold, 64 GB)",https://www.flipkart.com/apple-iphone-6s-plus-gold-64-gb/p/itmebysghzuqtrge?pid=MOBEBY3WHRGP4BU7&lid=LSTMOBEBY3WHRGP4BU7NQOTYB&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_137&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEBY3WHRGP4BU7.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹59,999","18,845 Ratings "
LAVA Captain K1 Plus,https://www.flipkart.com/lava-captain-k1-plus/p/itmeuyd5chjsajfz?pid=MOBENF52C9WGPZY7&lid=LSTMOBENF52C9WGPZY7ESFHA2&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_138&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBENF52C9WGPZY7.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹939,"1,079 Ratings "
"APPLE iPhone 7 Plus (Silver, 128 GB)",https://www.flipkart.com/apple-iphone-7-plus-silver-128-gb/p/itmen6dasgrgvdwq?pid=MOBEMK62G6SVRKGB&lid=LSTMOBEMK62G6SVRKGBIBKRDR&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_139&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEMK62G6SVRKGB.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹42,900","29,796 Ratings "
"LAVA P7+ (Grey, 8 GB)",https://www.flipkart.com/lava-p7-grey-8-gb/p/itmeuyd8bq5m4y6u?pid=MOBEMAXQRPVTH2WF&lid=LSTMOBEMAXQRPVTH2WFUGL5L5&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_140&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEMAXQRPVTH2WF.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹3,999","2,644 Ratings "
KARBONN K4000 Plus,https://www.flipkart.com/karbonn-k4000-plus/p/itmezhhq8djxcfsj?pid=MOBEZHHQ5YZNFMFS&lid=LSTMOBEZHHQ5YZNFMFSZS0EJA&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_141&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEZHHQ5YZNFMFS.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,519",384 Ratings 
"Micromax Bolt Q381 Plus (Ice Blue, 16 GB)",https://www.flipkart.com/micromax-bolt-q381-plus-ice-blue-16-gb/p/itmesamdsmcf7gqa?pid=MOBESAMDP3NSYZHB&lid=LSTMOBESAMDP3NSYZHBHXAAF6&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_142&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBESAMDP3NSYZHB.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,999","6,080 Ratings "
"APPLE iPhone 7 Plus (Black, 256 GB)",https://www.flipkart.com/apple-iphone-7-plus-black-256-gb/p/itmen6dazzcbsver?pid=MOBEMK62FTZTYHQH&lid=LSTMOBEMK62FTZTYHQHWJ1BRY&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_143&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEMK62FTZTYHQH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹85,400","29,796 Ratings "
Intex Neo V+ FM,https://www.flipkart.com/intex-neo-v-fm/p/itmeaf4b8dxznsvq?pid=MOBEAF4BV6JERHCX&lid=LSTMOBEAF4BV6JERHCXACCZGJ&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_6_144&otracker=search&otracker1=search&fm=SEARCH&iid=dac339a5-56bb-4c84-83d6-233f829560c0.MOBEAF4BV6JERHCX.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,₹849,536 Ratings 
Kechaoda K9 Plus,https://www.flipkart.com/kechaoda-k9-plus/p/itmf7hzgd2gbkwbr?pid=MOBF7JK4PAPXFT8S&lid=LSTMOBF7JK4PAPXFT8SRAUAJC&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_145&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBF7JK4PAPXFT8S.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,049",33 Ratings 
Kechaoda K9 Plus,https://www.flipkart.com/kechaoda-k9-plus/p/itmf7hzgd2gbkwbr?pid=MOBF7JK5NGGD7NVS&lid=LSTMOBF7JK5NGGD7NVSMR3OF0&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_146&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBF7JK5NGGD7NVS.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,044",33 Ratings 
Kechaoda K9 Plus,https://www.flipkart.com/kechaoda-k9-plus/p/itmf7hzgd2gbkwbr?pid=MOBF7JK5WSHFZMDN&lid=LSTMOBF7JK5WSHFZMDNMTX1VF&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_147&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBF7JK5WSHFZMDN.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,199",33 Ratings 
Kechaoda K9 Plus,https://www.flipkart.com/kechaoda-k9-plus/p/itmf7hzgd2gbkwbr?pid=MOBF7JK6U8EEDBXY&lid=LSTMOBF7JK6U8EEDBXYE1S9AD&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_148&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBF7JK6U8EEDBXY.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,044",33 Ratings 
"APPLE iPhone 6 Plus (Silver, 16 GB)",https://www.flipkart.com/apple-iphone-6-plus-silver-16-gb/p/itmefjg76vd4zxyb?pid=MOBEYHZ2YBFZTV3S&lid=LSTMOBEYHZ2YBFZTV3SED1FWX&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_149&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBEYHZ2YBFZTV3S.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹40,999","1,670 Ratings "
KARBONN K4000 Plus,https://www.flipkart.com/karbonn-k4000-plus/p/itmezhhq8djxcfsj?pid=MOBEZHHQ5ESGPGAH&lid=LSTMOBEZHHQ5ESGPGAHV36ADV&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_150&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBEZHHQ5ESGPGAH.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,474",384 Ratings 
Zen Atom 103 Plus,https://www.flipkart.com/zen-atom-103-plus/p/itmff8z9mnsjuy4u?pid=MOBFF8Z9YZ82GUGG&lid=LSTMOBFF8Z9YZ82GUGGOCTP0H&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_151&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBFF8Z9YZ82GUGG.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹1,050",179 Ratings 
"APPLE iPhone 7 Plus (Gold, 32 GB)",https://www.flipkart.com/apple-iphone-7-plus-gold-32-gb/p/itmen6daschjypr3?pid=MOBEMK62YVHPH7MV&lid=LSTMOBEMK62YVHPH7MVKD9401&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_152&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBEMK62YVHPH7MV.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹36,999","29,796 Ratings "
"KARBONN K9 Smart Plus (Midnight Blue, 8 GB)",https://www.flipkart.com/karbonn-k9-smart-plus-midnight-blue-8-gb/p/itmfasgch4fbyyqg?pid=MOBFAS6YBB7Y23D4&lid=LSTMOBFAS6YBB7Y23D43K2BVS&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_153&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBFAS6YBB7Y23D4.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,690","5,605 Ratings "
"KARBONN K9 Smart Plus (Wine Red, 8 GB)",https://www.flipkart.com/karbonn-k9-smart-plus-wine-red-8-gb/p/itmfasgch4fbyyqg?pid=MOBFAU8YDZHKPG7M&lid=LSTMOBFAU8YDZHKPG7MA70OLC&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_154&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBFAU8YDZHKPG7M.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,690","5,605 Ratings "
"KARBONN K9 Smart Plus (Champagne, 8 GB)",https://www.flipkart.com/karbonn-k9-smart-plus-champagne-8-gb/p/itmfasgch4fbyyqg?pid=MOBFAU8YXUFWCWDJ&lid=LSTMOBFAU8YXUFWCWDJ1JEMAV&marketplace=FLIPKART&q=One+plus+mobile&store=tyy%2F4io&srno=s_7_155&otracker=search&otracker1=search&fm=SEARCH&iid=f6f6970e-8dbc-4e24-ac67-b949cfa61354.MOBFAU8YXUFWCWDJ.SEARCH&ppt=sp&ppn=sp&ssid=9gb39b372o0000001642002456392&qH=41770f9c094f7945,"₹5,690","5,605 Ratings "
